file,prompt_tokens,completion_tokens,prefill_ms,prefill_tok_s,decode_ms,decode_tok_s,wall_ms
ctx_001_000256.txt,2784,128,1372.327,2028.6710091690975,1321.389,96.86776566173928,2720.3564643859863
ctx_002_000512.txt,255,128,236.97,1076.085580453222,1274.297,100.44754087940252,1522.761344909668
ctx_003_001024.txt,504,128,310.869,1621.2616890072666,1281.63,99.87281820806317,1633.13889503479
ctx_004_002048.txt,1017,128,572.079,1777.7265028081788,1294.883,98.85062974801585,1932.058334350586
ctx_005_004096.txt,2044,128,998.275,2047.531992687386,1308.729,97.80481673440414,2478.7819385528564
ctx_006_006144.txt,4076,128,1336.629,3049.462491087654,1339.356,95.56831790800952,2815.664052963257
ctx_007_008192.txt,6142,128,1797.827,3416.3465116498974,1372.81,93.23941404855734,3371.644973754883
ctx_008_012288.txt,8164,128,2142.825,3809.9238155239,1374.029,93.15669465491631,3773.261308670044
ctx_009_016384.txt,12280,127,3149.451,3899.0922544913387,1406.674,90.28388951526793,4861.557960510254
ctx_010_024576.txt,16373,128,4212.816,3886.474035419539,1465.279,87.35537737181792,6075.6518840789795
ctx_011_032768.txt,24560,128,7340.927,3345.626512836867,1558.402,82.13541820403208,9453.96637916565
ctx_012_065536.txt,32761,128,10534.788,3109.7920527684087,1652.183,77.47325810760672,12826.369047164917
